attrib_name,TCGA.OR.A5J1,TCGA.OR.A5J2,TCGA.OR.A5J3,TCGA.OR.A5J4,TCGA.OR.A5J5,TCGA.OR.A5J6,TCGA.OR.A5J7,TCGA.OR.A5J8,TCGA.OR.A5J9,TCGA.OR.A5JA,TCGA.OR.A5JB,TCGA.OR.A5JC,TCGA.OR.A5JD,TCGA.OR.A5JE,TCGA.OR.A5JF,TCGA.OR.A5JG,TCGA.OR.A5JI,TCGA.OR.A5JJ,TCGA.OR.A5JK,TCGA.OR.A5JL,TCGA.OR.A5JM,TCGA.OR.A5JO,TCGA.OR.A5JP,TCGA.OR.A5JQ,TCGA.OR.A5JR,TCGA.OR.A5JS,TCGA.OR.A5JT,TCGA.OR.A5JV,TCGA.OR.A5JW,TCGA.OR.A5JX,TCGA.OR.A5JY,TCGA.OR.A5JZ,TCGA.OR.A5K0,TCGA.OR.A5K1,TCGA.OR.A5K2,TCGA.OR.A5K3,TCGA.OR.A5K4,TCGA.OR.A5K5,TCGA.OR.A5K6,TCGA.OR.A5K8,TCGA.OR.A5K9,TCGA.OR.A5KO,TCGA.OR.A5KT,TCGA.OR.A5KU,TCGA.OR.A5KV,TCGA.OR.A5KW,TCGA.OR.A5KX,TCGA.OR.A5KY,TCGA.OR.A5KZ,TCGA.OR.A5L3,TCGA.OR.A5L4,TCGA.OR.A5L5,TCGA.OR.A5L6,TCGA.OR.A5L8,TCGA.OR.A5L9,TCGA.OR.A5LA,TCGA.OR.A5LB,TCGA.OR.A5LC,TCGA.OR.A5LD,TCGA.OR.A5LE,TCGA.OR.A5LG,TCGA.OR.A5LH,TCGA.OR.A5LJ,TCGA.OR.A5LK,TCGA.OR.A5LL,TCGA.OR.A5LM,TCGA.OR.A5LN,TCGA.OR.A5LO,TCGA.OR.A5LP,TCGA.OR.A5LR,TCGA.OR.A5LS,TCGA.OR.A5LT,TCGA.OU.A5PI,TCGA.P6.A5OF,TCGA.P6.A5OG,TCGA.PA.A5YG,TCGA.PK.A5H8,TCGA.PK.A5H9,TCGA.PK.A5HA,TCGA.PK.A5HB
hsa-mir-3179-3,0,0,0,0,0,0,0,0,0,0.425,0,0,0,0,0,0,0,0,0,0,0.2094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1446,0,0,0,0,0,0,0,0,0.3149,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3180-4,0,0,0,0,0.2149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2193,0,0,0,0,0.5009,0.2208,0,0.2072,0,0,0,0,0,0,0.1872,0,0,0.2972,0,0,0,0,0,0,0,0,0,0,0,0.2314,0,0,0,0,0,0,0,0,0,0
hsa-mir-3183,0.235,0.371,0,0.2141,0,0,0,0.3408,0.7317,0,0,0,0,0.4753,0,0,0,0.438,0.1435,0,0.2094,0,0,0.3676,0,0.2276,0,0,0,0.2212,0,0,0.5388,0,0,0,0,0,0.3926,0,0,0,0,0.2553,0,0,0,0,0.2761,0,0,0,0,0.1688,0,0,0,0.5435,0.3657,0.1446,0,0,0,0,0,0,0.2124,0,0,0,0,0,0,0.556,0,0.4163,0,0,0,0
hsa-mir-3186,0,0,0,0.4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438,0,0,1.1695,0,1.0882,0,0,0,0,0,0,0,0.6303,0,0,0.2755,0,0,0,0,1.1706,0,0,0,0.2585,0,0,0,0.1032,0,0,1.0696,0,0,0,0.3199,0,0,0,0,0,0.1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3187,0.4371,0.2576,0,0.7137,0.5673,0.3441,0,0,0.2871,0.8925,1.5488,0.2758,0,0,0.2584,0.4117,0,1.0455,0.274,0,0.3922,0,0.4598,0,0,0.4242,0,0.2784,0.2069,0,1.0674,0.3237,0,0.2755,0.4742,0,0,0,0,0,0.2981,0.5234,0,0.6606,0.5009,0.2208,0.3747,0.946,0.7073,0,0,0.4128,0,0.1688,0.1872,0,0.2858,0.5435,0.8996,0.1446,0.1999,0,0,0,0.1993,0.7173,0.3976,0.4903,0,0,0.5265,0.3885,0,0,0,0,0.5844,0.365,0.283,2.2512
hsa-mir-3188,0.4371,0,0.2577,0.4005,0,1.0548,0.9309,0,0.2871,0.7528,0,0.2758,0,0.4753,0.2584,0,0,0.438,0.1435,0.3539,0.7002,0,0.6444,0.1955,0.6415,0.2276,0.4069,0.7123,0.2069,0.2212,0,0.3237,0,0.5068,0.9802,0,0.3961,0,0.3926,0,0.9397,0,0,0,0.5009,0.4123,0.1032,0.5492,1.5352,0.3502,0.3086,0,0.2307,0.3199,0.5014,0,0,0.5435,2.3332,0.3965,0.1999,0.3309,0.5293,0.226,0,0,0.2124,0.139,0,0,0,0.2073,0.2395,0,0,0.2231,0.5844,0.194,1.059,0.4243
hsa-mir-3189,0,0,0,0,0,0,0,0,0,0.5982,0.7154,0,0,0,0.4775,0,0,0,0,0,0,0.3149,0.2482,0,0,0,0,0,0,0,0.3493,0,0,0,0,0,0,0,0,0,0,0,1.5668,0.2553,0,0.2208,0.1032,0,0,0,0,0,0,0,0.3529,0,0,0,0,0,0.3754,0,0,0,0.1993,0,0,0,0.3149,0,0,0.2073,0,0,0,0,0,0,0.283,0
hsa-mir-3190,0.7721,0.5741,0.2577,1.189,0,0,0,0.3408,0.2871,0,0.4016,0,0,0.4753,0,0.4117,0.3818,0.438,0.274,0,1.5231,0,0.9549,0,0.6415,0.7515,0,1.0455,0,0,1.0674,0.8112,0.6815,0,0.8304,0.4685,0.2116,2.302,1.5243,0,0.545,0,0.6679,1.7325,0.8721,0.5814,0.2897,0.946,0.5078,0,0.3086,0.4128,0.2307,0,0.3529,0.5061,0,0.5435,0,0,0.1999,0.3309,0,0,0.1993,0,0.2124,0,0.5733,0.4307,0.5265,0.3885,1.059,1.2694,0.9884,0.2231,0.5844,0.194,0.283,0.4243
hsa-mir-3191,0.6143,0.4761,0.666,0.848,0,0.3441,0,0.8475,0,0.7528,0.4016,0,0.493,0.4753,0,0.4117,0.5405,0,0.274,0.3539,1.2664,0,0.2482,0.5214,0.2469,1.1351,0.4069,1.7402,0.2069,0.413,0.6303,0.8112,0.8112,0.5068,0.4742,0.8216,0.8399,1.9483,1.3583,0.5777,0.7558,0.7277,0,0.6606,0,0.8695,0.1032,1.0573,0.2761,0.3502,0.3086,0.7334,0.7602,0.4567,0.7593,1.1767,0,0,0,0,0.1999,0.8266,1.2201,0.226,0.1993,0.7173,0,0,0.3149,0.2314,0.5265,0.8258,2.025,1.2694,0.7277,1.1181,0,0.194,0,0
hsa-mir-3192,0.235,0,0,0.5656,0,0,0,0.3408,0.5265,0.2281,0.7154,0.5073,0,0.8322,0,0,0,0,0.1435,0,0.2094,0,0,0,0,0.5971,0,0,0.5485,0,0,0.588,0,0,0,0,0.3961,0,0,0,0,0,0.4777,0,0,0,0,0,0,0,0,0.4128,0.2307,0,0,0,0,0,0.1944,0.1446,0,0,0,0.226,0,0,0,0.139,0,0,0,0.2073,0,0,0,0,0,0,0.283,0.4243
hsa-mir-3193,0,0.4761,0,0.2141,0.2149,0,0.2947,0,1.3457,0,1.3811,1.0381,1.1519,0,0.6676,0.7316,0.2035,0,0,0,0,0.166,0,0.3676,0.6415,0,0,0,0.3878,2.0527,0,0,0,0,0.4742,0,0,0,0,0,0,0,0,0.2553,1.167,0,0,0.3883,1.0389,0,0,0.9955,0.6044,0,0,0.2751,0,0.5435,0.8996,0,0,0,0,0,0.3743,0,1.4569,0.139,0.3149,0.2314,0,1.3477,0.2395,0.556,0.4092,0,0,0,0,0.4243
hsa-mir-3194,0,0,0,0,0,0,0,0.6163,0.2871,0,0.7154,0,0,0,0,0,0.2035,1.4717,0.1435,0.3539,0,0,0,0,0.2469,0,0.4069,0,0.2069,0,0,0.3237,0,0,0,0.2532,0.2116,0,0,0,0,0.5234,0,0,0,0,0,0.6939,0,0,0,0,0,0,0.7593,0,0,0.2972,0.1944,0,0,0,0,0.4214,0.1993,0,0.3976,0,0,0,0,0.2073,0,0,0.9884,0,0,0.365,0.5194,0.4243
hsa-mir-3196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438,0,0,0.2094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2553,0,0,0,0,0.2761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7517
hsa-mir-3198,0.235,0,0,0,0.2149,0,0.2947,0,0,0.2281,0.4016,0,0,0,0,0,0,0.438,0,0,0.3922,0,0.2482,0,0,0,0.4069,0,0,0,0,0.588,0,0,0.2565,0.4685,0,0,0.3926,0,0,0.7277,0,0,0.5009,0,0,0,0,0,0,0,0,0,0.1872,0.5061,0,0,0.5188,0.276,0.1999,0.3309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4243
hsa-mir-3199-1,0,0.1345,0.2577,0.5656,0,0.6217,0.2947,1.2217,0,1.0198,1.1914,0.5073,0,0,0,0.4117,0.2035,1.2742,0.7925,0,0.5544,0,0.4598,0.1955,0.8045,0.2276,0.4069,0,0.3878,0.413,0,0.588,0.6815,0.2755,0,0.2532,0.8399,0,1.1706,0.7283,0,0.7277,0.2585,0.9767,0,0.5814,0.1995,0,0.2761,0,0.5627,0.4128,0,0.5817,0.1872,0,0,0.2972,0.3657,0,0.3754,0.3309,0,0,0,0,0.3976,0.3824,0.3149,1.3593,0,0.2073,0.7844,0,1.2091,0.7389,0.5844,0.194,0.5194,0.7517
hsa-mir-3199-2,0,0.1345,0,0.848,0.2149,0.6217,0,0.8475,0.2871,0.2281,1.3811,0,0,0,0,0,0,0.438,0.957,0.3539,0.2094,0.3149,0.4598,0.3676,0,1.1351,0.4069,0,0.3878,0.413,0.8653,0.3237,0.3806,0.2755,0,0.2532,0.5597,0,0,0,0.2981,0.2853,0.6679,0,0,0.2208,0.1032,0.8255,0.5078,0,0,0,0,0.1688,0.1872,0.5061,0.2858,0.2972,0.6572,0.276,0.1999,0.3309,0,0.226,0.1993,0,0,0.3824,0.3149,1.149,0.2872,0.2073,0.4448,0,0.7277,0.2231,0.5844,0.194,0,1.0184
hsa-mir-32,5.2803,4.6744,5.2612,6.2876,5.0977,6.1989,6.5532,4.1527,6.3621,7.3581,5.2925,4.88,4.5234,5.4634,5.2507,6.3905,4.3283,5.6727,4.7682,4.8481,6.0091,3.7999,5.0648,4.9011,5.4692,5.3145,5.6117,5.183,5.9045,4.7559,5.5383,5.1172,6.86,5.0438,5.8484,5.1353,5.9013,5.8802,5.6378,6.8752,5.7615,6.1843,5.0862,5.1081,5.5443,5.0556,4.7401,5.9324,7.1073,4.789,5.7598,5.2008,4.8368,4.0131,5.7191,5.239,5.4138,6.1956,6.0457,6.5117,5.6911,5.2232,5.5021,4.5054,5.0823,5.1083,5.7673,5.5894,4.4258,5.2433,5.6085,5.0369,4.3321,6.2961,5.0649,4.397,7.2176,5.4746,6.8696,6.7999
hsa-mir-3200,3.6024,3.188,3.1088,4.7676,4.7557,5.4802,3.0837,2.1583,2.8848,5.0154,2.8274,3.066,2.8299,5.2943,1.8278,1.7276,2.3042,3.9581,0.7026,4.7912,4.6647,0.5732,3.8406,3.2129,4.4895,3.2547,5.8174,3.0041,1.1593,2.2666,7.8845,7.1433,1.7719,3.8337,2.2902,4.4661,5.0612,4.1244,3.7222,2.6063,3.2468,3.4671,5.1272,2.4469,6.4487,4.427,5.3897,2.2811,7.1951,2.6367,3.149,3.162,3.5761,2.1216,3.9062,4.5008,2.3056,3.0165,4.9067,5.6045,2.0427,4.1505,2.3187,4.6489,1.6878,3.6547,3.3052,5.2981,2.8276,6.1483,3.1935,1.2573,3.4505,2.1014,2.2041,2.0037,3.1685,2.4868,4.7666,7.6036
hsa-mir-3202-2,0,0.1345,0,0.2141,0,0,0,0,0,0,0,0,0,0.2571,0,0,0,0.438,0,0,0,0,0,0,0,0,0.4069,0,0,0,0.3493,0,0,0.2755,0,0,0,0,0,0,0,0,0.4777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226,0,0,0,0,0,0.2314,0,0,0.4448,0,0,0,0,0.194,0,0
hsa-mir-320a,9.31,8.5845,9.6432,10.6498,9.9623,9.6063,9.3014,9.8354,10.6031,9.9025,9.3277,9.9874,8.219,9.5676,8.56,9.2042,8.6002,8.688,10.0458,7.7653,9.1763,9.0916,10.3596,9.1445,10.2018,9.5276,9.5776,9.6228,8.5959,11.0318,10.2684,9.9916,10.545,9.8155,9.5282,8.5452,10.1001,9.4299,10.3253,8.6003,10.3192,10.3458,9.5808,9.0678,9.0619,9.8546,9.0616,8.817,11.0964,8.9866,9.2036,9.6241,8.728,9.909,10.4733,9.4769,9.4438,10.2558,10.7907,9.3572,9.452,7.7413,9.6599,9.1696,8.8206,8.9495,9.219,9.0227,8.2879,10.6307,8.8815,7.9768,7.947,10.0458,9.5548,8.5905,11.378,8.6886,9.3357,8.9945
hsa-mir-320b-2,1.8694,1.9754,2.7796,4.3016,2.3262,2.1705,1.9804,2.396,3.294,3.1779,2.6171,2.196,0.8597,2.8173,1.9054,2.5738,1.2409,2.66,3.1446,1.257,1.8069,1.8323,2.191,1.732,2.2985,2.3985,2.4755,2.7988,1.3459,3.1358,3.3276,2.255,4.3341,2.1945,2.6888,1.2283,2.2605,2.7481,2.859,1.8587,3.4723,2.2379,3.0802,3.3081,1.167,2.2139,2.365,1.976,4.7631,2.0078,1.6537,2.1086,0.9009,2.1622,3.1975,1.9787,2.8349,3.0567,3.2927,3.9782,1.9347,1.3488,2.7574,1.893,1.5486,2.2824,1.538,2.0832,1.1504,2.6764,2.4342,0.8258,1.2896,3.1688,2.3961,1.9422,3.6424,2.008,2.7299,2.1436
hsa-mir-320c-1,0.235,0.2576,0.8337,0.848,0.2149,0.8545,0.2947,1.9749,1.5762,0.425,1.5488,0.2758,0.493,0.8322,0.2584,0,0,0.7735,1.1731,0,0.9539,0.6869,0.2482,0.3676,0.4576,1.0182,0.7239,0.7123,0.3878,0.7337,0.8653,1.7066,1.7719,0.5068,0,0,0.5597,1.0512,0.3926,0.2193,1.6162,0.2853,0.9864,0.6606,0,0.4123,0.4549,0.2072,0.5078,0.3502,0.9664,0.7334,0.2307,0.6966,0,0.88,0.2858,1.2465,1.007,0.8824,0,0.3309,1.2201,0.226,0,0.7173,0.2124,0.934,0.3149,0.762,0.5265,0,0.2395,0,0,0,0.9992,0.7821,0.5194,0.4243
hsa-mir-320c-2,0.7721,0.371,0.4762,0.9708,0,0.8545,0,0,0.7317,0.5982,0,0,0.493,0.2571,0,0.7316,0,0,0.7026,0,0,0.3149,0,0.1955,0.8045,0.2276,0.4069,1.316,0.2069,0.413,0.6303,1.1749,1.2378,1.0372,0.4742,0.4685,0.5597,0,0.7009,0.2193,0,0.5234,0.4777,0.4721,0,0.5814,0.5309,0,0.7073,0,0.5627,0.4128,0.2307,0.6966,0.978,0.2751,0.7288,1.1002,0.3657,0.6108,0.1999,0,0.9156,0,0,0,0.8426,0.3824,0.3149,0.2314,0.5265,0,0.4448,0.556,0,0.2231,1.5839,0,0.283,0
hsa-mir-320d-1,0.4371,0.1345,0,1.189,0.2149,0.8545,0,0,0,0,1.1914,0.5073,0,0,0.4775,0.4117,0,0,0.1435,0,0,0.3149,0,0.1955,0.4576,0,0,0,0,0.413,0,0,1.4912,0.2755,0.2565,0,0,0,0,0,0.545,0,0,0.2553,0,0,0.1032,0,0.2761,0.3502,0.3086,0,0,0.1688,0.5014,0,0,0.2972,0.7835,0.5076,0,0,0.9156,0.226,0,0,0.2124,0,0,0.4307,0.2872,0,0,0,0,0.2231,0.5844,0.365,0,0
hsa-mir-320d-2,0.4371,0,0.4762,0.5656,0.2149,0.3441,0,0,0,0.2281,0,0.2758,0,0.4753,0,0.7316,0,0,0.5042,0.3539,0.2094,0.3149,0.2482,0,0.2469,0.5971,0,0.2784,0.2069,0.413,0,0.3237,1.2378,0,0,0,0.2116,0,0,0.2193,0.9397,0.2853,0,0.2553,0,0.2208,0,0,0.5078,0,0,0,0,0.1688,0.1872,0.2751,0,0,0.5188,0.7974,0.1999,0,0.5293,0,0,0,0,0,0.3149,0,0.2872,0,0,0,0,0.2231,0.9992,0.365,0.5194,0.7517
hsa-mir-320e,0,0.1345,0.2577,0,0,0,0,0,0,0,0.7154,0.2758,0,0,0,0,0,0,0,0,0,0.166,0,0,0.2469,0,0,0,0,0.2212,0,0,0.5388,0.2755,0,0,0,0,0,0,0.2981,0.2853,0,0,0,0,0,0,0,0,0,0,0,0.1688,0,0,0,0,0,0.1446,0,0,0,0,0,0,0,0.139,0.3149,0,0,0,0,0,0,0,0,0.194,0,0
hsa-mir-323,7.7017,0.7521,9.1658,8.3738,8.6036,9.1976,9.32,6.767,0.9114,8.9611,2.2784,6.0282,4.4446,9.7746,1.2468,9.7724,5.8495,8.605,8.2903,10.0923,1.1695,5.0793,8.7616,1.2054,1.2057,7.7445,1.2037,1.4343,1.0561,5.729,2.1893,1.8138,0.3806,1.3063,8.0573,6.6465,9.1787,8.7669,8.1969,0.9891,8.6336,8.7866,8.5984,1.6459,9.2349,8.937,7.2677,0.3883,8.7797,6.753,9.8435,7.2454,0.7602,8.5215,1.1679,7.7711,7.0447,8.4889,8.2109,9.8959,6.5271,1.3488,7.4563,2.2932,4.2643,9.2641,7.0204,9.621,1.7822,1.0312,8.9233,5.6432,7.5758,7.7759,3.8196,1.3249,8.9277,8.4835,2.6325,8.7495
hsa-mir-323b,9.3567,0.4761,9.3783,9.1007,8.9157,10.3961,9.3707,6.9921,0.2871,9.1557,1.6989,7.4757,4.3896,10.689,2.2409,10.1494,6.7744,8.334,8.9049,11.0461,1.5231,4.1061,8.3499,1.732,1.4221,8.0085,1.8506,2.0677,1.4309,7.1434,1.9027,2.0067,0.6815,1.8177,9.3577,7.4747,9.2493,8.2157,8.5582,1.4884,8.8275,9.4125,8.1286,0.8273,10.1333,9.9891,7.9474,1.4322,6.9538,7.5058,10.1497,7.4257,1.5399,9.218,0.6361,7.5895,7.153,8.9309,8.6697,9.9613,7.0071,1.1948,7.8239,2.5654,4.9979,10.2184,8.6033,10.3806,1.3009,2.1632,9.1749,6.2349,7.4519,8.3379,4.037,1.5057,9.8249,9.094,3.5912,9.1938
hsa-mir-324,7.9756,6.3251,5.4212,7.029,5.9989,6.0248,6.2905,6.8019,7.63,6.2254,6.4643,5.7963,6.4887,7.3044,4.1907,4.742,5.8533,5.6217,4.95,6.5395,7.4497,4.714,6.6207,6.0823,6.259,6.4842,6.2955,7.0407,4.2856,6.6018,6.7636,6.4805,6.0652,5.518,6.4102,5.508,6.6469,6.9028,7.3543,4.554,6.3376,4.8244,5.9504,5.5745,9.3095,5.4866,4.724,6.7654,7.4143,6.314,4.9342,6.1136,6.3297,5.5178,5.6046,6.2873,4.9136,6.9147,8.0332,6.0035,6.2681,5.8382,5.7118,5.2471,4.6856,5.6973,6.2932,5.8967,4.2334,6.3308,5.0024,6.1775,5.9964,6.2788,5.5919,5.3914,5.5062,5.6748,5.1655,6.5226
hsa-mir-326,0.7721,0.7521,0.2577,1.6229,0.5673,1.5288,2.4678,1.9749,0.7317,2.0296,2.0736,0.5073,1.1519,0.6648,1.1223,1.7276,0.6835,1.0455,1.1046,1.6889,1.0657,0.8904,0.2482,0.6604,0.951,0.7515,0,0.7123,0.5485,0.413,1.2446,0.3237,0.3806,0.5068,1.3541,0.2532,0.5597,1.0512,1.1706,0.7283,0.2981,0.2853,2.463,1.112,0,0.2208,0.1995,1.1605,0.7073,1.0696,0.3086,1.2173,0,0.8031,1.3357,1.3049,0.2858,2.1478,0.5188,0.5076,0.3754,1.3488,1.2201,1.0128,0.1993,0,0.8426,1.2729,0.3149,0.762,1.4656,0.8258,1.5784,1.2694,2.3961,0.7389,0.9992,0.898,1.5609,2.9061
hsa-mir-328,6.9077,6.9931,7.5751,7.0343,6.7456,8.029,6.0551,6.1728,8.464,7.7683,5.5215,6.9125,7.9174,7.3133,7.1421,7.5361,7.9844,8.2424,7.344,7.1549,6.2353,4.988,6.3357,7.719,9.4857,7.247,8.5446,8.8002,6.6961,7.4636,7.5362,10.4488,6.5496,8.5538,7.6525,7.571,10.4444,7.6158,9.3887,6.0766,6.9248,6.998,8.2793,6.6511,7.6368,7.8718,5.6694,7.7761,6.5021,7.9378,6.8544,8.3055,7.7691,7.4679,9.7641,7.8845,7.1216,7.2694,9.3433,7.9133,6.8635,6.7376,5.9784,6.1266,6.2911,8.7065,7.3444,7.7241,6.7948,10.2297,8.0657,8.0152,8.8748,7.7635,5.2627,7.2305,8.5434,6.685,7.7561,6.3028
hsa-mir-329-1,3.6439,0,4.0738,4.266,4.6673,4.6267,4.8173,3.5759,0,5.6533,0,1.9818,0,5.4311,0.2584,4.6876,1.9555,3.6264,3.8571,5.0186,0,2.2572,4.656,0.1955,0,3.0012,0,0,0,2.1092,0,0.3237,0,0,3.5723,2.6275,4.1874,4.2917,3.0885,0,3.9717,4.8682,2.7839,0,4.5748,4.119,3.4989,0.2072,4.9519,1.405,4.6351,2.7997,0,3.181,0,2.9094,2.0241,3.4379,5.6781,5.5888,2.4084,0.3309,2.7574,0.4214,1.4737,4.2986,2.1668,4.5459,0.3149,0,4.7063,0.9464,2.3655,3.3123,0.9884,0.2231,4.356,3.0847,0,4.8426
hsa-mir-329-2,3.6024,0.2576,4.2323,4.3813,4.6764,4.189,4.8173,3.639,0.2871,5.588,0,2.4945,1.3947,5.2871,0.4775,4.9567,2.5479,3.9248,3.9479,5.0553,0.2094,2.1424,4.9113,0.1955,0.4576,3.3302,0,0.2784,0.2069,2.2666,0.8653,0,0,0,3.4492,2.4362,4.2122,4.2651,2.9199,0,3.8392,4.9419,3.0116,0.9767,4.8693,4.2874,3.6343,0.6939,5.0562,1.5474,4.9894,2.2154,0.2307,3.3486,0.1872,2.7382,2.3682,3.4681,5.8321,5.5308,2.2819,0,2.9351,0.8861,1.2222,3.9832,2.7466,4.5646,0.3149,0,4.6693,1.3477,2.5097,2.9227,1.5695,0.2231,4.6132,3.2246,0.5194,4.516
hsa-mir-330,4.14,4.7126,6.064,7.3136,5.1311,5.7566,6.4891,3.4408,5.2644,6.2451,6.9,4.304,2.9864,5.4048,5.5931,4.592,3.0744,6.0731,4.9838,3.4965,6.3667,3.1384,5.3301,4.2365,3.9421,6.9745,4.0565,4.505,4.8839,5.3844,7.4485,5.4096,1.5667,4.0869,7.6869,4.6755,3.8821,7.6131,5.9827,5.0305,6.5679,4.4152,4.8014,5.9079,5.607,6.6283,5.7845,8.1374,6.5548,4.1942,5.4254,4.6159,3.7535,5.2477,5.7602,2.7382,4.2783,6.9971,3.7602,5.9054,5.6994,4.4855,5.322,3.5468,4.5823,5.5661,4.0065,7.0031,4.3758,4.4163,5.0796,3.4851,4.7932,5.7584,4.6964,3.9432,5.4579,3.56,3.3365,6.1305
hsa-mir-331,4.7647,6.1194,5.5228,5.3632,3.8082,4.999,6.1129,5.0316,4.8995,5.4979,4.8217,3.7016,4.1786,4.7417,5.2432,5.5618,4.5023,5.0409,4.6767,5.0186,5.2063,2.4627,4.6774,4.3435,4.7912,4.5157,4.1389,4.6466,4.8223,4.3022,4.8134,4.681,5.2123,3.5524,4.9524,4.563,4.5889,5.3711,6.004,5.4812,5.0199,3.2186,4.3799,4.6989,4.5748,5.0044,2.3229,5.9469,4.912,4.685,4.4429,4.2139,5.2719,4.4084,5.2476,4.0847,4.7113,5.3014,5.2507,5.191,2.6999,4.212,4.3576,4.2335,3.5979,4.4761,5.1273,3.7048,4.1165,3.58,6.0389,4.5676,4.5255,5.4982,4.4802,4.2011,4.6989,4.0607,4.8449,5.2835
hsa-mir-335,5.8704,6.1926,8.2475,5.0018,5.8976,5.1044,5.3211,6.7776,6.0956,6.702,5.339,5.9953,4.6222,5.762,7.5405,4.8451,5.927,6.9259,6.1806,6.5903,5.5229,4.3924,7.3335,6.5594,5.3879,6.5904,1.714,5.63,5.4801,6.1949,7.9705,5.6012,3.1699,4.9388,5.5874,5.5381,3.6293,4.3933,7.7072,4.7516,8.8592,6.7771,5.3309,6.0068,7.0599,8.0544,5.5306,5.7947,10.0357,7.3199,7.4812,7.3948,4.2376,7.0373,5.2157,7.0059,5.4431,8.0733,2.5967,6.627,7.7755,6.4828,5.8949,4.9865,7.3037,5.1869,3.7415,5.8444,5.5429,6.476,6.0194,1.1609,6.5956,7.2428,7.1164,5.5491,7.1277,5.3579,5.0849,4.7356
hsa-mir-337,8.4056,3.7138,7.0929,7.8897,7.9153,10.7831,8.7297,9.8142,2.246,8.0383,2.3708,6.1097,3.9695,9.2754,4.9818,8.9895,5.815,7.6615,7.762,9.411,2.5844,7.3846,8.4563,3.3831,2.5943,7.1002,2.2957,3.0041,3.1479,5.9731,3.0697,2.9147,1.8941,3.5524,7.7286,5.471,9.3949,8.3048,7.9565,3.3496,8.2147,9.2716,7.5532,4.1572,8.2985,8.4063,6.7306,4.6312,8.972,6.9771,7.9449,7.591,1.7025,7.7223,3.5615,7.8521,5.3377,8.0486,9.6089,9.6394,7.0302,3.1688,7.1847,3.3922,4.4321,7.4452,7.1486,7.5166,2.9692,3.8299,7.478,5.1225,7.0651,8.591,6.4032,1.6663,8.7483,8.719,4.388,8.3851
hsa-mir-338,7.3833,10.7135,8.1103,6.9416,9.9858,7.1153,8.944,8.4979,11.5189,7.1632,10.1894,7.819,8.6284,8.488,9.6662,7.5591,8.3797,9.1292,7.4156,9.6232,8.9903,6.8626,8.8112,7.2772,6.7715,9.9398,6.9255,8.0756,9.2425,8.2765,9.7133,7.3127,6.062,6.7759,7.4166,7.4778,6.022,10.3959,9.6109,8.2706,9.4491,8.0719,8.3855,8.4569,11.3501,8.332,6.8969,9.4552,7.5455,10.5927,7.3774,7.4118,7.1267,11.3176,7.0206,8.4284,11.5713,10.1724,6.1636,6.8198,5.7441,8.569,8.3715,8.0112,8.7534,7.558,8.363,6.994,7.548,6.1588,10.4667,9.3321,10.7081,8.1429,11.3838,8.842,7.1017,7.4759,9.3691,8.2113
hsa-mir-339,4.6576,5.6232,6.0849,5.4712,6.3308,4.8983,5.2195,6.9017,4.962,7.5653,6.136,4.4913,5.9376,4.8531,5.8793,6.9754,5.1514,7.2854,5.1417,5.9515,3.3077,5.1651,4.9986,5.9497,6.3964,5.91,6.4858,5.8375,5.2656,5.7245,6.7563,5.1172,5.1585,6.2503,4.3406,6.2769,5.5968,5.2544,7.2837,6.9032,4.6095,5.9994,5.8311,6.4357,4.7631,5.7082,4.5154,5.7704,5.9629,5.0264,5.7406,5.2643,5.4136,4.0351,5.6046,6.6187,6.5631,5.9667,5.44,4.584,5.5007,6.3386,6.0952,6.5009,5.1073,5.3553,5.6028,4.6011,5.4331,5.1332,5.3604,6.0622,5.6263,6.0925,6.2562,6.2872,6.2368,3.8608,6.304,5.6406
