attrib_name,TCGA.OR.A5J1,TCGA.OR.A5J2,TCGA.OR.A5J3,TCGA.OR.A5J4,TCGA.OR.A5J5,TCGA.OR.A5J6,TCGA.OR.A5J7,TCGA.OR.A5J8,TCGA.OR.A5J9,TCGA.OR.A5JA,TCGA.OR.A5JB,TCGA.OR.A5JC,TCGA.OR.A5JD,TCGA.OR.A5JE,TCGA.OR.A5JF,TCGA.OR.A5JG,TCGA.OR.A5JI,TCGA.OR.A5JJ,TCGA.OR.A5JK,TCGA.OR.A5JL,TCGA.OR.A5JM,TCGA.OR.A5JO,TCGA.OR.A5JP,TCGA.OR.A5JQ,TCGA.OR.A5JR,TCGA.OR.A5JS,TCGA.OR.A5JT,TCGA.OR.A5JV,TCGA.OR.A5JW,TCGA.OR.A5JX,TCGA.OR.A5JY,TCGA.OR.A5JZ,TCGA.OR.A5K0,TCGA.OR.A5K1,TCGA.OR.A5K2,TCGA.OR.A5K3,TCGA.OR.A5K4,TCGA.OR.A5K5,TCGA.OR.A5K6,TCGA.OR.A5K8,TCGA.OR.A5K9,TCGA.OR.A5KO,TCGA.OR.A5KT,TCGA.OR.A5KU,TCGA.OR.A5KV,TCGA.OR.A5KW,TCGA.OR.A5KX,TCGA.OR.A5KY,TCGA.OR.A5KZ,TCGA.OR.A5L3,TCGA.OR.A5L4,TCGA.OR.A5L5,TCGA.OR.A5L6,TCGA.OR.A5L8,TCGA.OR.A5L9,TCGA.OR.A5LA,TCGA.OR.A5LB,TCGA.OR.A5LC,TCGA.OR.A5LD,TCGA.OR.A5LE,TCGA.OR.A5LG,TCGA.OR.A5LH,TCGA.OR.A5LJ,TCGA.OR.A5LK,TCGA.OR.A5LL,TCGA.OR.A5LM,TCGA.OR.A5LN,TCGA.OR.A5LO,TCGA.OR.A5LP,TCGA.OR.A5LR,TCGA.OR.A5LS,TCGA.OR.A5LT,TCGA.OU.A5PI,TCGA.P6.A5OF,TCGA.P6.A5OG,TCGA.PA.A5YG,TCGA.PK.A5H8,TCGA.PK.A5H9,TCGA.PK.A5HA,TCGA.PK.A5HB
hsa-let-7a-1,13.7191,12.1173,12.7824,13.4318,13.4695,13.2215,13.0161,12.5846,14.0098,11.819,13.6947,13.4554,12.88,13.7241,13.0017,13.0373,12.381,14.6522,12.0116,12.4939,13.9301,12.9132,13.2932,12.8596,12.5262,13.2756,14.0084,12.0397,14.0023,12.8616,11.9792,14.052,13.1011,13.1165,14.2393,12.6604,14.0506,13.2588,11.8801,12.9566,13.6142,14.1529,13.6521,11.9338,13.9258,13.2192,12.168,13.1215,13.3535,12.6986,13.2917,13.7893,13.3766,14.0573,13.3733,13.4628,13.0679,12.6035,12.4351,13.6168,13.5031,13.9557,13.4461,13.6158,13.0998,12.8612,13.3536,12.5384,11.9254,12.9953,13.1807,12.5676,13.0989,13.6914,12.6799,12.2588,13.5113,14.4609,14.0116,13.9247
hsa-let-7a-2,14.7085,13.1036,13.774,14.439,14.462,14.2209,14.0031,13.576,15.0144,12.7952,14.7,14.4459,13.8698,14.7142,13.9941,14.0296,13.3962,15.6417,13.0037,13.4818,14.9211,13.8931,14.2912,13.8499,13.5217,14.2817,15.0024,13.0239,14.9945,13.8533,12.9801,15.0463,14.0818,14.1248,15.2225,13.656,15.0468,14.2546,12.8444,13.953,14.6131,15.1444,14.6504,12.9232,14.9317,14.2164,13.1519,14.1178,14.3496,13.6839,14.2869,14.7846,14.3665,15.0576,14.3735,14.4617,14.0654,13.5953,13.4199,14.6151,14.4983,14.952,14.436,14.6117,14.0919,13.8601,14.3481,13.5292,12.9181,13.9819,14.1729,13.5653,14.0869,14.6968,13.6926,13.2617,14.5063,15.4598,14.9964,14.9223
hsa-let-7a-3,13.7432,12.1685,12.7869,13.4483,13.4879,13.2471,13.0125,12.6172,14.027,11.8386,13.7182,13.4628,12.8785,13.7551,12.9949,13.0317,12.3996,14.6459,12.0206,12.5218,13.9654,12.9072,13.3115,12.8763,12.5117,13.287,14.0051,12.0546,14.0026,12.8643,12.0266,14.0623,13.0927,13.1398,14.2427,12.6422,14.0623,13.2871,11.8641,12.9594,13.6128,14.1482,13.6543,11.9416,13.9551,13.2365,12.1967,13.1522,13.4061,12.6978,13.2985,13.8035,13.3707,14.0652,13.3994,13.4867,13.084,12.5933,12.5002,13.6488,13.5187,13.9591,13.4597,13.627,13.1046,12.8851,13.3655,12.5304,11.9415,12.9906,13.1857,12.5818,13.1077,13.7054,12.6738,12.2701,13.5079,14.4832,14.0099,13.947
hsa-let-7b,13.893,13.4529,13.3797,13.823,13.5192,13.4734,13.0455,12.7214,13.8129,13.1046,14.3706,12.5638,12.5805,13.6393,12.3527,13.5082,11.266,14.8625,12.932,13.0461,13.7104,13.0377,12.9313,12.5015,12.4801,13.3139,14.0501,12.172,13.5582,11.9887,10.0159,14.201,13.3319,13.0618,14.2873,11.6435,14.0503,12.7653,13.5101,12.1595,14.1221,13.8973,14.3551,12.715,13.6786,13.2322,12.5505,13.1806,13.2681,12.5405,12.3235,13.3225,12.0742,13.6822,13.7325,13.5732,13.2576,13.3545,12.3726,13.5792,13.9844,13.3342,12.8082,13.3371,13.099,12.7174,12.622,12.8594,11.8628,13.0303,12.9519,12.0021,13.0201,14.2505,12.6952,12.0555,13.1595,13.8094,13.8001,14.1848
hsa-let-7c,10.9411,10.6931,9.539,11.931,8.8009,12.5367,7.2958,11.6245,11.4811,9.4388,8.1054,9.9811,11.2705,10.8393,10.4824,9.3861,10.9223,10.9737,10.3807,10.9856,7.8791,11.8588,10.5557,11.6215,11.5389,9.2517,12.9543,8.4626,10.9397,10.5707,8.9219,12.6129,6.7327,10.6496,9.4061,10.1919,12.0494,9.5619,8.7391,8.6636,12.14,9.5863,10.3282,8.3919,10.1628,10.0852,6.8978,9.342,11.4151,10.3879,10.9283,11.8817,11.4406,11.9085,12.0507,11.5211,9.5246,9.785,7.1491,10.6106,11.378,10.4576,9.4401,11.0057,11.3542,10.0819,9.9393,8.349,9.4556,10.8592,8.4596,11.4231,9.8324,10.3631,8.5068,9.5167,12.1427,12.1377,7.6308,9.2954
hsa-let-7d,10.7518,10.2969,8.6436,10.897,10.3009,9.8823,10.7507,11.0494,10.7799,10.0436,11.26,9.6336,9.4276,10.931,8.8711,9.8089,8.77,10.4345,8.4797,9.0837,10.3369,8.3396,10.6743,9.3657,10.0265,8.3848,9.864,10.4717,8.182,9.8452,6.7004,10.8578,10.0724,9.7521,10.7783,10.1831,10.4599,8.0349,9.347,9.6706,9.3373,10.0432,9.7894,8.8302,10.1696,9.0198,9.4152,10.4823,10.6932,8.5513,10.0523,9.7795,9.4787,9.0177,9.7634,9.1114,8.9968,9.651,11.0514,10.2747,9.7348,8.3053,9.5516,9.6984,8.3732,9.7302,9.6886,9.0063,9.2822,10.3385,9.3057,9.3216,9.5086,9.8399,9.2721,9.4214,9.7466,9.5927,11.3254,11.2181
hsa-let-7e,11.3898,10.4254,11.6318,11.4816,11.4602,12.6022,11.4644,12.0357,13.95,10.2658,11.9894,13.9887,12.5826,12.5371,11.9711,10.9625,12.9061,12.4413,10.4707,11.764,12.3647,10.9763,12.8071,12.4778,12.5918,11.2491,13.1512,11.8128,12.5393,12.9041,12.0287,13.1017,10.8947,11.7578,13.0404,13.2652,13.0617,13.4198,9.4001,12.1488,11.9985,12.818,11.4562,11.2674,12.6389,13.3689,11.0084,12.2817,12.0758,11.3744,13.2775,12.8282,12.7127,12.7653,13.5156,12.2596,11.2968,11.6095,11.9887,12.2462,11.9974,12.4406,12.3159,12.5857,11.2911,13.377,12.6486,11.7681,11.9422,12.1782,11.7887,12.7016,12.2933,12.7596,10.5453,12.0436,14.0849,13.1525,13.0547,12.2377
hsa-let-7f-1,5.56,3.9142,5.5829,6.4229,6.6703,5.3623,4.9395,5.5738,6.4699,4.5613,6.274,5.8553,5.0345,6.4725,5.9313,5.9868,5.0094,7.2251,4.4676,5.7047,6.4745,5.5651,6.1499,4.8584,4.6801,5.2895,5.9449,4.2056,6.4864,5.7908,3.6124,6.7604,6.5071,5.7835,5.6447,5.4007,6.3583,4.064,4.4148,5.7291,5.7917,6.5569,6.1786,5.2021,6.2187,5.9161,4.3043,5.3843,6.0935,5.0624,5.2375,6.3429,5.8334,5.4862,5.8805,6.1575,5.9724,4.6969,5.2831,6.4746,5.8593,5.6286,7.0319,5.0171,5.0244,5.7842,4.9461,5.5618,4.4582,5.9103,5.5004,5.314,6.1214,6.27,4.678,4.7052,6.466,5.4077,5.4203,5.9104
hsa-let-7f-2,14.0363,11.4669,13.6988,14.2267,14.6299,13.9112,14.1248,13.8481,15.2874,11.9056,14.1614,14.9222,14.6165,14.6301,14.1421,13.9734,13.9816,15.6746,12.0172,13.1684,14.483,13.4023,14.2851,13.8237,13.5196,13.9901,14.7449,12.2873,15.2291,14.0881,11.8575,14.9935,13.8894,13.8366,14.6663,14.6276,14.7385,12.1767,11.3715,14.2786,14.3032,15.1609,14.1824,13.0067,14.9997,14.1507,12.5876,13.8966,14.2686,13.5031,14.7027,14.6114,14.6115,14.5568,13.9776,14.3272,14.4991,13.2513,13.3066,14.6032,14.0072,14.3326,15.1371,14.194,13.694,14.3459,14.1111,14.4884,12.8907,13.5459,14.2322,14.1281,14.4923,14.5852,13.2025,13.4191,14.8426,14.8464,14.5313,14.6349
hsa-let-7g,10.1909,10.2912,9.0428,9.3969,8.8763,10.1894,9.7806,10.0074,10.2491,8.9725,9.683,9.8748,11.1619,10.0747,9.1653,9.1219,9.9642,10.1623,8.7992,9.08,9.953,9.0724,9.2036,9.8431,10.0594,9.788,10.0391,10.1735,9.7605,9.47,7.7292,10.2935,9.9464,9.5385,9.8038,10.251,10.0121,9.3958,10.0088,9.3288,9.1778,9.2228,10.0631,9.4125,10.5416,9.1452,8.3635,9.4104,10.0752,9.6445,10.1552,10.2757,9.6383,10.2333,9.6365,9.7065,9.503,9.8343,9.8842,10.4835,9.6958,10.1018,10.1766,10.315,9.2917,9.7114,10.4226,9.4496,9.5586,9.6831,9.036,9.7454,9.2741,9.9015,9.7884,10.3392,10.2338,10.0014,11.0272,9.8309
hsa-let-7i,8.1045,8.8891,9.0487,9.3734,8.7147,7.9081,8.6359,10.8886,9.5721,8.8108,9.0391,8.0873,8.4348,8.9497,7.5541,8.8332,8.3078,9.5434,7.9079,7.6463,10.4522,8.1952,8.5944,8.2603,8.8685,8.0028,8.7365,8.5804,7.5262,8.3604,6.3923,9.1757,8.1688,8.5489,7.9064,9.2217,9.2267,7.4779,7.9028,7.6531,9.1495,8.0494,10.1449,8.829,8.144,8.6008,7.3268,8.3095,9.0202,7.2694,9.3207,8.7437,8.5249,8.0461,8.5154,8.646,7.9977,8.9931,8.6439,8.6592,7.8965,8.2526,9.5388,7.8262,7.5263,9.2212,7.8698,8.7724,8.0523,8.262,7.9952,7.9428,8.5155,9.2822,9.5504,8.1021,9.0096,7.7269,8.3952,9.573
hsa-mir-1-2,2.6571,2.1444,1.1199,1.6229,2.0744,2.0815,2.6867,1.3778,3.4475,2.8753,2.6907,4.7277,2.0905,1.2423,1.7458,0.9933,2.6208,3.5844,1.5787,0.6379,1.741,3.6677,2.0011,3.872,1.8532,1.6092,2.5576,1.316,2.2328,2.3154,1.9027,0.8112,1.8343,1.9804,2.1706,2.8357,2.0006,2.302,1.3583,2.0988,0.545,3.3482,1.3617,2.3406,3.5599,2.0506,1.0271,2.2811,1.5352,2.2767,2.0358,3.7287,1.9813,5.1752,1.3357,2.6444,3.2212,1.613,1.7876,1.3682,1.8775,2.2832,4.4483,1.9574,1.9863,2.0775,1.8864,3.9885,3.874,1.5427,0.2872,1.1609,3.7114,2.7317,1.5695,2.9429,2.3206,5.1219,3.027,2.2512
hsa-mir-100,8.2177,12.7585,11.0158,9.4771,7.4439,7.4535,6.9255,11.7456,9.4767,9.0355,11.8563,11.5432,7.444,8.5012,10.1046,9.3228,12.9409,11.6077,11.0085,8.0474,13.1648,9.4952,9.8757,10.6858,12.4197,9.228,10.7137,8.2889,10.3073,12.6569,10.3274,8.4204,7.598,8.6015,9.0019,9.0216,4.7752,11.6718,10.0571,9.7025,7.3328,9.628,9.1841,10.6755,8.728,9.2536,4.1135,9.9909,8.0118,9.3777,9.4068,11.7293,11.935,10.9699,9.9044,10.6634,8.8942,9.8401,7.4839,11.9524,9.4912,9.5894,9.5397,9.0188,10.8608,7.0558,7.958,9.9201,10.1653,8.6939,7.6556,6.0588,10.97,9.5252,14.362,11.258,6.9642,9.6569,8.9828,8.5429
hsa-mir-101-1,12.9716,12.9429,12.8574,12.3837,12.4535,13.9776,12.9035,12.5244,13.8676,13.0862,13.3958,13.4443,14.3284,12.1645,13.5197,13.6552,12.8774,13.2727,13.9261,12.2753,11.1084,13.5206,11.5852,13.2707,13.3128,12.8249,13.1412,14.0585,13.8098,13.3298,12.2145,12.6494,13.0973,12.7604,13.0201,13.5024,13.1073,11.5605,12.9458,13.5522,12.2696,12.8064,13.6741,12.2388,12.3441,12.3233,11.3712,12.4048,10.9765,12.8455,13.3059,13.382,12.5906,13.7001,13.4597,13.4653,13.3648,12.2026,12.2387,12.6613,12.5672,14.0987,13.6605,13.3106,12.887,12.5569,13.8219,13.8468,12.8524,12.2618,14.2463,12.6854,13.524,12.6132,12.9284,13.8004,12.9074,14.5707,14.2079,13.1536
hsa-mir-101-2,6.0811,5.4404,5.3047,5.3176,6.7607,6.3206,5.1101,5.6675,5.2644,5.9416,5.8532,6.6803,7.8167,5.3643,5.8155,6.3207,6.4108,6.1828,6.3098,4.8756,3.0328,7.4455,4.5675,6.0191,5.9286,5.2381,6.454,6.234,6.4588,6.7468,5.414,6.4182,4.0352,6.7165,4.9157,7.088,6.7648,4.064,4.186,6.3213,5.2721,6.6972,6.2171,5.4135,4.8693,5.5693,5.0713,5.0018,4.1597,4.685,6.4166,6.687,6.3266,6.5524,6.4343,7.0386,5.4648,4.2006,5.5944,4.9167,5.7913,7.0831,6.8935,6.6275,5.4675,4.6711,6.7937,5.8894,6.4039,6.2241,6.3191,6.0113,6.1326,5.8317,6.2122,7.3268,6.3471,6.713,6.6783,6.4735
hsa-mir-103-1,14.4504,12.533,13.9506,14.5779,14.7798,12.8311,13.4693,13.6775,15.9357,13.2417,14.5905,14.464,14.7985,14.7913,13.6698,13.7417,14.6491,14.3012,13.8502,13.18,13.8321,13.9999,14.4075,13.858,13.1559,13.2582,13.2432,13.9297,14.2351,14.8156,14.4493,14.413,12.8549,14.1187,13.2252,13.8337,13.1601,13.2282,13.7382,13.6984,15.3294,14.5115,14.7929,13.0455,15.2159,13.2465,13.1141,14.0832,15.1684,13.8048,13.8579,13.9687,14.4878,13.9925,13.4323,14.5407,14.5635,14.5576,14.1301,13.0202,14.0472,14.0961,14.7482,14.1041,13.4198,13.3816,14.6489,13.6101,14.1949,13.9696,14.6176,13.0115,14.732,14.3467,14.4494,14.3821,13.5316,13.5471,13.8083,14.3559
hsa-mir-103-2,3.4705,2.2957,2.9717,4.0875,5.6663,3.455,3.4255,3.9186,5.3369,3.6607,3.9488,5.3953,4.0065,5.1747,3.9373,4.4897,4.2152,4.0841,3.4782,3.0885,2.8574,3.5967,4.4485,3.7528,2.9131,2.5744,3.3853,3.5672,3.6688,4.2528,4.4654,5.1067,2.255,4.7144,2.8138,4.3213,4.2487,2.5858,3.8528,3.7168,4.1687,4.5559,3.2973,3.5891,4.4434,3.6339,3.2406,3.5991,5.2525,2.8163,3.4925,3.6547,5.1503,3.0137,4.3004,4.7799,3.7537,4.3537,3.6975,4.035,4.747,3.6849,4.2939,3.7053,3.0965,3.4144,3.9184,2.7585,4.0329,4.884,5.5622,3.0732,3.9151,4.2733,4.3471,3.8626,4.6132,3.0847,3.3052,3.4482
hsa-mir-105-1,0.235,1.5146,0.2577,8.3293,3.9941,0,1.0929,2.5999,0,4.6227,0.4016,0.2758,0,0.8322,0,1.7276,0,1.2742,2.0118,2.2905,0.2094,0,1.859,0.3676,3.6943,0,5.7578,1.4343,0.2069,0,6.4202,1.5909,5.4845,4.7373,0.8304,0.2532,5.7444,1.2807,1.6732,0.8646,0.545,0.2853,0.2585,0.2553,0.8721,4.3705,0.4549,0.946,0.5078,0.6317,0,0.4128,1.029,0,2.6788,2.7382,0.5243,0.2972,0.3657,8.2947,0.6729,0,0.5293,0.226,0,3.6547,0.2124,0.139,0,5.0371,0.7318,4.1571,0.2395,0.9563,0,0.2231,0,0.194,0,0.7517
hsa-mir-105-2,0.4371,1.8243,0.666,8.2944,4.1717,0.3441,0.5393,2.321,0.2871,4.7749,0,1.3074,0,0.8322,0.4775,1.8647,0,1.2742,1.7678,1.5588,0.5544,0,0.9549,0.5214,3.6733,0,5.7921,1.5436,0.2069,0.2212,6.295,1.8138,5.5324,4.9088,0.9802,0.9703,5.9647,1.4787,1.3583,0.4096,0.7558,0,0.2585,0,1.4117,4.427,0.4549,1.2569,0.2761,0,0.3086,1.4095,1.5399,0,2.6472,2.379,0.5243,0.9374,0.1944,8.3049,0.6729,0.6,0.5293,0,0,3.8606,0.2124,0.5906,0.3149,5.1893,0.7318,4.1571,0.2395,0.556,0.4092,0.2231,0,0.194,0.7226,0.4243
hsa-mir-106a,1.5588,1.3023,2.0457,1.6229,3.5946,1.9866,3.2303,4.3912,4.349,1.9678,3.2241,2.4945,4.4174,1.8998,1.8278,0.4117,1.4149,3.82,1.7678,1.0786,2.2941,3.6538,1.7824,1.6001,1.5192,1.9009,2.4755,1.7402,1.3459,1.8016,2.4283,1.4651,1.8343,1.3063,1.3541,3.3785,1.7526,2.302,2.859,1.4015,0.7558,2.3658,2.0496,3.1282,2.1114,0.8695,1.8158,1.1605,2.9143,1.0696,1.1325,2.9308,2.4157,0.6966,1.8048,1.816,1.2108,2.1478,2.4896,0.7072,1.3137,4.502,2.849,2.0191,1.3946,2.6213,2.1149,2.2459,1.6761,1.7055,3.7606,1.7301,2.3655,3.2424,5.5318,1.1181,1.8062,2.008,1.7586,2.2512
hsa-mir-106b,7.5587,7.6601,7.3771,7.5865,7.8026,7.5249,9.6208,8.9199,8.5205,9.7378,9.9496,6.9743,7.5669,7.7563,8.3712,8.3026,6.9223,8.9307,7.644,7.1236,8.5617,7.1717,7.3749,7.9617,7.9806,8.8541,7.6907,8.0573,7.4845,7.5155,9.8063,7.211,8.1719,7.67,8.1688,8.101,7.3113,7.4007,9.3324,8.0807,8.3241,8.3523,7.8833,7.349,7.2251,7.3628,7.2218,8.4658,10.2033,7.4457,7.2225,6.7899,7.7272,6.5957,7.7697,7.4918,7.4088,9.7555,8.704,8.827,7.4063,8.1979,8.3888,7.7012,7.0141,6.7453,7.6763,6.8634,7.1449,6.646,8.2439,6.5689,6.5793,7.8975,9.5062,7.4766,8.3864,7.3644,8.0424,9.2836
hsa-mir-107,4.717,4.2092,6.1379,5.849,5.1894,3.9076,5.0814,4.4627,6.7552,4.5508,6.6324,4.88,6.9779,5.5679,6.2241,5.5719,5.2292,6.1399,5.4759,4.2947,5.5424,5.1304,5.0729,4.4431,4.0759,5.8977,4.028,4.7066,6.4864,5.8989,5.1942,4.6951,5.734,4.3917,4.5104,4.8392,3.5537,4.6613,6.4063,5.2204,7.0299,5.3657,6.3128,4.4276,5.23,4.7533,3.1946,5.5361,5.0285,5.875,4.221,4.7284,4.7464,5.5333,4.6014,5.3984,6.6412,6.0587,4.4728,4.9066,4.6307,5.8251,6.123,4.0238,5.3571,4.3901,5.5549,5.0694,4.7604,3.7007,6.4843,3.6889,6.3873,5.6943,6.25,5.6487,3.7534,5.4271,4.6218,5.2835
hsa-mir-10a,15.0816,15.5841,13.895,14.1635,12.9023,13.6386,14.9052,15.2125,14.2147,14.6225,12.4281,14.2191,12.9439,15.0073,14.2514,13.7848,13.3491,14.0012,14.0415,13.0647,15.0229,12.8979,14.6409,13.7041,12.0623,12.8499,11.7438,14.0914,14.8625,13.7441,14.9581,11.1932,16.0173,14.6261,14.7835,13.7659,13.0967,15.5352,15.0643,14.6093,14.6047,15.0658,14.835,13.4476,14.0266,13.0974,13.285,15.1721,13.0462,15.8832,15.0104,14.9948,14.5182,12.595,15.1568,14.4678,14.7714,15.0957,11.9719,13.117,15.1927,13.9944,13.6174,12.6244,14.8177,13.3313,12.5052,14.4532,14.3698,13.1495,14.4331,12.742,14.4662,14.2884,13.6225,14.6477,12.1664,14.1714,14.2874,12.6666
hsa-mir-10b,18.1603,18.6028,16.555,17.1674,17.4841,18.2943,17.455,17.8744,17.4317,16.9018,14.2475,17.7048,14.7389,17.7436,17.1192,17.5259,16.3044,16.531,18.273,17.5967,17.4434,17.8231,17.7408,16.7513,17.2374,17.6519,17.4975,17.6453,16.8029,17.894,17.115,14.7052,17.2595,17.8867,17.0091,17.4578,17.2856,17.5621,17.8816,17.9623,18.0098,17.1646,17.1067,16.963,15.4037,17.6816,16.4618,16.9702,16.9836,17.8061,16.6331,16.8768,16.3568,18.5024,18.1035,16.9549,17.6045,18.2626,18.6964,17.4953,18.4498,16.6292,17.7873,17.3852,17.7241,18.0179,16.4927,16.9647,17.4936,18.1774,17.8156,17.7729,17.6873,17.8841,15.7244,17.1171,15.4216,17.6335,16.84,16.4764
hsa-mir-1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3493,0,0,0,0,0,0,0.4409,0,0,0,0,0,0,0,0,0,0,0.2761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2314,0,0,0,0,0,0,0,0,0,0
hsa-mir-1179,0.4371,0.1345,0,0.4005,0,0.3441,0.5393,0,0.5265,1.5281,0,0.8819,0.493,1.2423,0.4775,0.7316,0,0.438,0.3937,0,0,0.166,1.3228,0.5214,0.2469,0.4242,0,0,1.0561,0.413,1.2446,0.588,0.3806,0.706,0.8304,0.2532,0,0.4409,1.3583,0.4096,0.545,0,1.2471,0.8273,0.8721,0.9946,0.1995,0.8255,1.0389,1.5474,0,0,0.4296,0.6966,0.5014,0.2751,1.7698,0.2972,0.7835,1.0387,0,1.7314,0,0.226,0.3743,0,0.7089,0.934,0.3149,0.4307,0.9114,0,0.2395,0,0,0,0,0,0,1.2434
hsa-mir-1180,5.5437,4.3882,5.7909,4.3477,4.6582,5.5231,4.8403,5.347,4.9823,5.6385,5.1433,5.1348,5.4786,3.9845,4.77,4.5108,5.6977,5.6626,4.223,4.3935,5.5424,3.3772,4.6879,7.1281,6.0474,6.2805,5.6774,5.2409,4.0508,6.1384,6.2227,6.1278,4.9768,6.1556,4.5707,5.9363,6.0359,4.4416,6.0387,3.9945,5.4793,5.7171,5.3928,5.3937,6.9235,5.4268,5.2164,5.4672,6.3007,5.3022,4.9785,5.289,6.1652,4.4743,6.2338,4.9166,4.2454,6.0083,6.2454,3.847,4.5506,4.9738,3.6465,4.1255,3.8108,5.2122,5.9961,5.4461,4.3063,5.5734,4.2356,6.9195,4.432,5.0838,4.7849,4.1476,5.7533,4.2362,5.1212,4.5585
hsa-mir-1181,0,0,0.8337,0.4005,0.5673,0.6217,0,0,0,0.2281,0,0,0,0.2571,0,0,0.2035,0,0.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8304,0,0,0,0,0,0.545,0.2853,0,0,0,0.7326,0.1032,0,0.5078,0,0,0,0,0.1688,0.1872,0.5061,0,0.5435,0.3657,0,0,0.3309,0.5293,0.226,0,0,0.2124,0,0,0.4307,0,0,0,0,0,0.4163,0,0,0,1.6094
hsa-mir-1185-1,3.0451,0.1345,3.234,2.4957,3.5946,3.9076,2.7367,1.8736,0,3.6009,0.4016,2.3229,1.7841,3.6675,0.2584,4.3796,2.6208,2.8844,4.1568,4.5386,0,2.0176,2.8467,0,0,2.6935,0,0.2784,0.2069,1.6574,0,0.3237,0,0,2.4006,2.535,4.2245,2.403,3.1406,0,3.9289,4.0079,2.0496,0.4721,3.1518,4.063,2.3229,0,3.8367,1.7959,4.3447,2.9308,0.2307,2.8983,0,3.1673,2.0998,2.2204,3.9472,3.9291,1.3975,0.3309,2.9351,0.226,0.6712,4.2506,2.7466,2.8218,0,0.2314,3.6126,1.3477,1.8189,2.6258,0.4092,0,4.3908,3.7571,0.5194,2.3512
hsa-mir-1185-2,1.5588,0,1.9757,2.0704,2.6552,3.1394,1.6038,0.8475,0,2.4011,0,1.6355,0.493,2.8951,0,2.5738,1.4149,2.66,2.2838,2.991,0,0.8904,2.0672,0,0,1.9654,0,0.2784,0.2069,0.5823,0,0,0,0,0.9802,1.8048,3.0747,1.4787,2.4272,0,3.2468,2.8324,1.7463,0.2553,2.1114,2.4505,1.2682,0,2.4957,1.247,3.1872,1.4095,0,2.1216,0,2.4361,1.5714,1.613,2.7281,2.5222,1.0286,0,1.8715,0.226,0.5304,2.8956,2.0052,2.0832,0,0,2.652,0.8258,1.1789,0.9563,0.4092,0.2231,3.3205,1.7852,0,0.7517
hsa-mir-1193,0,0,1.8246,0,0.7158,0.3441,0.9309,0,0,1.3457,0,0,0,0.6648,0,1.8647,0,1.0455,0.6068,0.3539,0,0.4498,0.6444,0,0,0,0,0,0,0.2212,0,0,0,0,0.2565,0.4685,1.1788,0.4409,1.6732,0,0.7558,1.3395,1.2471,0,0.8721,0.2208,0.1995,0,0.8826,0.6317,0.9664,0.4128,0,0.6966,0,0,0.5243,0.2972,0.3657,1.0387,0.1999,0,1.4714,0,0,1.1943,0.3976,0.6844,0,0,0.9114,0,0.2395,0.9563,0,0,0,0.365,0,0.4243
hsa-mir-1197,2.1822,0,1.8246,2.0143,1.8992,2.7348,3.195,1.7647,0,3.7182,0,1.819,0.8597,4.1202,0,1.5761,0.9328,2.4882,1.8114,4.9161,0,0.5732,3.0566,0,0,2.3509,0.4069,0,0,0.7337,0,0,0.2028,0,3.0007,0.9703,2.1102,2.894,0.7009,0,2.0749,3.5769,0.6679,0,3.8363,3.8806,1.2682,0,4.0538,0.6317,1.8573,1.7307,0,2.0369,0,1.5315,0.2858,1.8141,3.3551,5.1052,0.8015,0,1.2201,0.226,0,3.499,1.6876,3.2166,0,0,2.7497,0.5494,0.2395,2.9227,0.4092,0,2.6991,3.0349,0,3.1478
hsa-mir-122,0.235,0,0,1.189,0,1.2307,2.4075,0.6163,1.4655,1.4398,0,0,0,0,0.6676,0,0.5405,0,0.1435,1.257,0.2094,0.166,0,0.1955,0,2.7311,0.4069,0,2.0834,0,1.0674,0,0.2028,0,0.2565,0.2532,0.3961,0.4409,1.1706,1.1038,0,1.2091,0,0,0,0.9946,0,0.3883,0,2.8715,0.5627,0.4128,0,0.4567,0.6361,0,1.0673,0,0,0.3965,0,0,0,0,0.7995,0,0.2124,3.5514,0.5733,0,1.215,0,0,2.3873,0,0.2231,1.321,4.2581,0.283,0
hsa-mir-1224,8.3354,2.5576,4.5174,5.6656,8.6824,0.3441,2.5258,0.3408,5.6213,8.8025,0.7154,8.9035,3.4298,2.9324,5.1586,5.3562,5.8188,5.632,7.2331,5.9772,4.4751,0.3149,1.5245,4.6067,5.1883,3.0908,4.2168,5.2731,4.5553,10.0596,3.0218,7.4642,2.0067,4.6188,8.0542,6.4797,7.3565,3.5512,3.2395,3.4827,2.8006,5.7111,7.5653,6.1669,6.5859,6.9298,0.5309,8.3025,4.6585,1.677,7.7794,5.2643,8.5538,5.2757,8.6141,6.3444,4.6747,3.663,5.5056,2.5995,5.8994,5.6583,2.7574,4.0828,2.7605,9.1705,4.8462,7.9952,2.7772,7.1785,2.8849,5.9585,6.7656,5.5131,0.9884,4.8376,9.653,1.1987,2.0122,6.68
